time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2023/03/02/11:24:47.443508,31256,1677774287,367958351,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006983991712331772, 0.7564427852630615, -1.579063892364502, -0.012880825437605381, 0.7436286211013794, -1.5550459623336792, 0.009952781721949577, 0.761725902557373, -1.572792649269104, -0.01541123352944851, 0.7426009774208069, -1.5529512166976929, 0.002010345458984375, -3.1045024394989014, 3.1325995922088623, 1.570465087890625, -0.0007208585739135742, -1.5695600509643555, -0.014187455177307129)","(0.012573578394949436, 0.03816705197095871, -0.038693517446517944, 0.0051651508547365665, 0.07593834400177002, -0.06548702716827393, 0.006299324333667755, 0.09502973407506943, -0.06463993340730667, -0.009983119554817677, 0.07462318241596222, -0.07079153507947922, -0.010343342088162899, -0.009292683564126492, -4.271321449778043e-05, 0.0031914792489260435, 0.0036707932595163584, -0.019179925322532654, 0.007585341110825539)","(-6.716597080230713, 3.9929566383361816, 23.723634719848633, 6.972115993499756, 7.589146614074707, 24.0567626953125, -9.420417785644531, 6.230405330657959, 28.127771377563477, 9.151104927062988, 4.857722759246826, 25.32341766357422, -2.5801444053649902, -2.0389745235443115, 0.38838228583335876, 0.07293160259723663, -0.13652721047401428, -0.0005629452061839402, -0.08500871807336807)"
2023/03/02/11:24:47.443535,31257,1677774287,394958159,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006990431342273951, 0.7578999996185303, -1.5810452699661255, -0.012868037447333336, 0.744761049747467, -1.5566118955612183, 0.009869294241070747, 0.7633203268051147, -1.575524926185608, -0.015603620558977127, 0.7438066601753235, -1.5545810461044312, 0.002039670944213867, -3.1044583320617676, 3.132591485977173, 1.5705015659332275, -0.0007666349411010742, -1.5695509910583496, -0.014199376106262207)","(-0.0029191358480602503, 0.03432523086667061, -0.08255837857723236, 0.000488449411932379, 0.03851475566625595, -0.04778313264250755, -0.0047341566532850266, 0.06879039853811264, -0.05117705464363098, -0.024377964437007904, 0.025758659467101097, -0.05151922255754471, -0.009099486283957958, -0.008186904713511467, 0.01614319533109665, 0.018739566206932068, 0.026714542880654335, 0.0016520960489287972, -0.0005621146410703659)","(-7.0071001052856445, 4.424880027770996, 23.691362380981445, 6.5358405113220215, 7.615412712097168, 24.103721618652344, -8.922606468200684, 5.784865856170654, 26.60574722290039, 8.87337589263916, 4.715322494506836, 25.15249252319336, -2.611865520477295, -2.2565855979919434, 0.32526543736457825, 0.038289088755846024, -0.15668559074401855, -0.00804938469082117, -0.0746111124753952)"
2023/03/02/11:24:47.487506,31258,1677774287,424958287,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.0069070556201040745, 0.758965790271759, -1.5830106735229492, -0.012944899499416351, 0.7460790276527405, -1.55870521068573, 0.009811531752347946, 0.7645930647850037, -1.5773946046829224, -0.015847323462367058, 0.7453328967094421, -1.5568181276321411, 0.0020177364349365234, -3.104480266571045, 3.1325995922088623, 1.5704742670059204, -0.0006661415100097656, -1.569532871246338, -0.014139533042907715)","(-0.007131976541131735, 0.038736727088689804, -0.09170070290565491, -0.01058175042271614, 0.05307665467262268, -0.0442708358168602, -0.000868907431140542, 0.046189334243535995, -0.06407397240400314, -0.026538169011473656, 0.041421059519052505, -0.06602709740400314, 0.023057296872138977, 0.0017652325332164764, -0.004612547345459461, 0.0012127633672207594, -0.05125762149691582, -0.00951468013226986, -0.06407460570335388)","(-6.304610729217529, 3.95563006401062, 23.303415298461914, 7.093011856079102, 7.247688293457031, 23.929901123046875, -9.325092315673828, 6.146538734436035, 27.722105026245117, 8.595646858215332, 4.8682708740234375, 25.247716903686523, -2.6299920082092285, -2.232184886932373, 0.30422648787498474, 0.07110831141471863, -0.1475226879119873, -0.00804938469082117, 0.2130502313375473)"
2023/03/02/11:24:47.487555,31259,1677774287,448958287,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006772366818040609, 0.7598708271980286, -1.584896206855774, -0.013245786540210247, 0.7468277812004089, -1.5601592063903809, 0.009567448869347572, 0.7652168273925781, -1.5788965225219727, -0.016001274809241295, 0.7459677457809448, -1.5584479570388794, 0.002098560333251953, -3.104487895965576, 3.1325836181640625, 1.570465087890625, -0.0007666349411010742, -1.5695419311523438, -0.014187455177307129)","(0.00010665442096069455, 0.04941288009285927, -0.04008530080318451, -0.03475486487150192, 0.027538400143384933, -0.00977810937911272, 0.012501886114478111, 0.015170044265687466, -0.06862941384315491, 0.01879184879362583, 0.015114817768335342, -0.05534594506025314, 0.009938466362655163, -0.00802867766469717, 0.012909469194710255, -0.004698785487562418, 0.001848209067247808, 0.007132234517484903, -0.005744441412389278)","(-6.072207927703857, 4.520863056182861, 23.677783966064453, 7.5450568199157715, 7.142624378204346, 25.072418212890625, -9.420417785644531, 6.240888595581055, 27.5740909576416, 8.375558853149414, 4.609841346740723, 24.413223266601562, -2.833914041519165, -2.041327476501465, 0.4178368151187897, 0.029172640293836594, -0.11820140480995178, -0.009920994751155376, -0.06632745265960693)"
2023/03/02/11:24:47.531746,31260,1677774287,475958095,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006823680363595486, 0.7608017325401306, -1.5865899324417114, -0.01332258153706789, 0.747473955154419, -1.5615973472595215, 0.009471064433455467, 0.7665539383888245, -1.5811655521392822, -0.016039779409766197, 0.7466155886650085, -1.5595985651016235, 0.0020322799682617188, -3.1044583320617676, 3.132631540298462, 1.5704560279846191, -0.0007756948471069336, -1.5695600509643555, -0.0141754150390625)","(0.005672150757163763, 0.027121849358081818, -0.0442301444709301, -0.03075983189046383, 0.00962912105023861, -0.05679691210389137, 0.006165269762277603, 0.047090716660022736, -0.04007790610194206, 0.021854467689990997, 0.03001510724425316, -0.11147979646921158, -0.011990520171821117, -0.00833134539425373, 0.007885627448558807, 0.008580082096159458, -0.026750553399324417, 0.025473563000559807, -0.014019135385751724)","(-7.102173805236816, 4.211584568023682, 24.36992645263672, 7.024679660797119, 6.958762168884277, 24.46227264404297, -9.674619674682617, 6.66546106338501, 26.84221839904785, 8.218354225158691, 4.462167263031006, 24.779674530029297, -2.6073338985443115, -2.298663377761841, 0.28318753838539124, 0.07110831141471863, -0.092545285820961, -0.0005629452061839402, 0.045256152749061584)"
2023/03/02/11:24:47.545995,31261,1677774287,502958415,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006727493368089199, 0.7615078687667847, -1.58818781375885, -0.013514669612050056, 0.7484720945358276, -1.5637385845184326, 0.009426198899745941, 0.7670938372612, -1.5825238227844238, -0.016225794330239296, 0.747680127620697, -1.5616916418075562, 0.0020766258239746094, -3.1045243740081787, 3.1325836181640625, 1.5704833269119263, -0.0007117986679077148, -1.5695600509643555, -0.014211416244506836)","(-0.002866613445803523, 0.020345473662018776, -0.0501505546271801, -0.01832333207130432, 0.03559378162026405, -0.06901596486568451, -0.017979910597205162, 0.001337595866061747, -0.02728826366364956, -0.030015185475349426, 0.024048112332820892, -0.08697694540023804, 0.01960747502744198, -0.0035515925846993923, 0.007661981973797083, -0.004703393206000328, -0.010558868758380413, 0.0002702263300307095, 0.008514465764164925)","(-6.341583728790283, 4.22758150100708, 23.691299438476562, 7.324290752410889, 7.195156574249268, 24.326705932617188, -9.219175338745117, 6.298546314239502, 27.675556182861328, 8.710930824279785, 4.994848728179932, 25.24500274658203, -2.8611035346984863, -1.8930580615997314, 0.4388757348060608, 0.027349350973963737, -0.12553173303604126, -0.017407434061169624, 0.17613080143928528)"
2023/03/02/11:24:47.587404,31262,1677774287,532958287,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006547862663865089, 0.7620919942855835, -1.5895780324935913, -0.013546672649681568, 0.7487984895706177, -1.5646014213562012, 0.009349090978503227, 0.7674475908279419, -1.5836583375930786, -0.016501562669873238, 0.7478083968162537, -1.5623468160629272, 0.002061605453491211, -3.1044654846191406, 3.1326234340667725, 1.5704286098480225, -0.0008395910263061523, -1.5695419311523438, -0.0141754150390625)","(0.0031736772507429123, 0.01005370169878006, -0.038490064442157745, -0.00783664733171463, 0.00816733855754137, 0.032896097749471664, 0.00010332940291846171, 0.012035912834107876, -0.026747271418571472, 0.005009437445551157, -3.074432606808841e-05, -0.0007749615469947457, -0.01032838225364685, 0.007129468023777008, 0.023128965869545937, -0.017425714060664177, -0.003320426447317004, 0.02550206147134304, -0.008266080170869827)","(-6.653214454650879, 4.398218154907227, 23.445114135742188, 6.935321807861328, 7.767755508422852, 25.186864852905273, -9.28272533416748, 6.0679144859313965, 27.72248077392578, 8.386039733886719, 5.4642415046691895, 25.47243881225586, -2.6163971424102783, -2.262648105621338, 0.28739532828330994, 0.07840146869421005, -0.08521496504545212, -0.002434555208310485, -0.11543215066194534)"
2023/03/02/11:24:47.631655,31263,1677774287,556958287,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006611987482756376, 0.7624834775924683, -1.590265154838562, -0.01350824162364006, 0.7488240003585815, -1.5650488138198853, 0.009323365986347198, 0.7678782343864441, -1.5846329927444458, -0.016475936397910118, 0.7478275895118713, -1.562650442123413, 0.0020177364349365234, -3.1044435501098633, 3.132615566253662, 1.570465087890625, -0.0007482767105102539, -1.569532871246338, -0.014151453971862793)","(0.0046777259558439255, 0.02242453023791313, -0.037633031606674194, -0.011454043909907341, 0.007249968126416206, -0.08992698043584824, 0.0032986151054501534, 0.03299698606133461, -0.0897623673081398, -0.011119583621621132, 0.013817990198731422, -0.07117069512605667, 0.010381454601883888, 0.0003435643156990409, 0.005319954827427864, -0.0004731108492705971, 0.004964121617376804, 3.9130311051849276e-05, -0.0043624755926430225)","(-7.102173805236816, 4.4622063636779785, 23.518735885620117, 6.5831475257873535, 7.310726642608643, 24.296783447265625, -9.017931938171387, 6.1360554695129395, 26.55748748779297, 8.260274887084961, 5.068686008453369, 25.050596237182617, -2.602802276611328, -2.2759437561035156, 0.28318753838539124, 0.06563843786716461, -0.1108710840344429, -0.00804938469082117, 0.424310564994812)"
2023/03/02/11:24:47.631752,31264,1677774287,580958031,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006541423033922911, 0.7626761794090271, -1.5904728174209595, -0.013540245592594147, 0.7493550181388855, -1.5657998323440552, 0.00908579956740141, 0.7684631943702698, -1.5854159593582153, -0.016629887744784355, 0.748462438583374, -1.5637210607528687, 0.002084016799926758, -3.1045024394989014, 3.132575511932373, 1.570465087890625, -0.000784754753112793, -1.569532871246338, -0.014199376106262207)","(0.0024151261895895004, 0.02442036382853985, -0.010907028801739216, 0.0031256121583282948, 0.013914559967815876, -0.014585090801119804, -0.011106502264738083, 0.01526324637234211, -0.044196851551532745, -0.022380352020263672, 0.04304203391075134, 0.007050948217511177, 0.018123483285307884, 0.003698749002069235, -0.0054552932269871235, -0.019250955432653427, -0.008516850881278515, -0.006922031287103891, -0.03848980367183685)","(-6.373274803161621, 4.376888275146484, 23.327661514282227, 7.0036540031433105, 7.263448238372803, 24.28150177001953, -9.017931938171387, 6.272338390350342, 26.91548728942871, 8.826213836669922, 4.54127836227417, 25.442405700683594, -2.8520402908325195, -1.9881447553634644, 0.4346679449081421, 0.01823290064930916, -0.092545285820961, -0.015535824932157993, -0.1639431118965149)"
2023/03/02/11:24:47.679557,31265,1677774287,643958351,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006483737844973803, 0.7632796168327332, -1.591719150543213, -0.0135914646089077, 0.750103771686554, -1.5672060251235962, 0.008899548090994358, 0.7695110440254211, -1.5874933004379272, -0.016758212819695473, 0.749693751335144, -1.566006064414978, 0.0019953250885009766, -3.1045095920562744, 3.132591485977173, 1.5705198049545288, -0.0007666349411010742, -1.569532871246338, -0.0141754150390625)","(-0.00028197813662700355, -0.007971139624714851, 0.010980780236423016, 0.005759348161518574, 0.015579006634652615, -0.054582078009843826, 0.005583024583756924, 0.0036151146050542593, -0.028428107500076294, 0.0027434397488832474, 0.008324098773300648, -0.049018628895282745, 0.009883277118206024, 0.005674750544130802, 0.005288280546665192, 0.0003205586690455675, -0.007450294215232134, -0.0020651277154684067, 0.004326358903199434)","(-6.1514363288879395, 4.29157018661499, 23.7417049407959, 7.008910655975342, 7.442057132720947, 23.800607681274414, -9.092074394226074, 6.088881015777588, 27.500091552734375, 8.60612678527832, 4.820804119110107, 24.54246711730957, -2.46232271194458, -2.0221433639526367, 0.40521344542503357, 0.016409609466791153, -0.14569011330604553, -0.00804938469082117, 0.31964391469955444)"
2023/03/02/11:24:47.693201,31266,1677774287,643958351,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006483737844973803, 0.7632796168327332, -1.591719150543213, -0.0135914646089077, 0.750103771686554, -1.5672060251235962, 0.008899548090994358, 0.7695110440254211, -1.5874933004379272, -0.016758212819695473, 0.749693751335144, -1.566006064414978, 0.0019953250885009766, -3.1045095920562744, 3.132591485977173, 1.5705198049545288, -0.0007666349411010742, -1.569532871246338, -0.0141754150390625)","(-0.00028197813662700355, -0.007971139624714851, 0.010980780236423016, 0.005759348161518574, 0.015579006634652615, -0.054582078009843826, 0.005583024583756924, 0.0036151146050542593, -0.028428107500076294, 0.0027434397488832474, 0.008324098773300648, -0.049018628895282745, 0.009883277118206024, 0.005674750544130802, 0.005288280546665192, 0.0003205586690455675, -0.007450294215232134, -0.0020651277154684067, 0.004326358903199434)","(-6.1514363288879395, 4.29157018661499, 23.7417049407959, 7.008910655975342, 7.442057132720947, 23.800607681274414, -9.092074394226074, 6.088881015777588, 27.500091552734375, 8.60612678527832, 4.820804119110107, 24.54246711730957, -2.46232271194458, -2.0221433639526367, 0.40521344542503357, 0.016409609466791153, -0.14569011330604553, -0.00804938469082117, 0.31964391469955444)"
2023/03/02/11:24:47.735368,31267,1677774287,670958415,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006464486941695213, 0.7636005282402039, -1.5928856134414673, -0.013572316616773605, 0.7502061128616333, -1.5677173137664795, 0.008867442607879639, 0.7696204781532288, -1.5880684852600098, -0.01674533262848854, 0.7496553659439087, -1.566165804862976, 0.0021059513092041016, -3.1044654846191406, 3.132631540298462, 1.5704560279846191, -0.0007573366165161133, -1.5695600509643555, -0.014139533042907715)","(-0.008079621009528637, 0.013923780992627144, 0.032925695180892944, 0.00463322876021266, 0.0025192357134073973, -0.003300060285255313, 0.002107457257807255, -0.01127051841467619, 0.00737508200109005, -0.00579436682164669, -0.005492034368216991, -0.01696014404296875, 0.0007471975986845791, -0.009699802845716476, 0.012710301205515862, 0.010859295725822449, -0.008876078762114048, -0.018550433218479156, -0.014398019760847092)","(-6.051080703735352, 4.259575843811035, 22.925649642944336, 7.0457048416137695, 7.589146614074707, 23.850475311279297, -9.494560241699219, 6.162263870239258, 27.304269790649414, 8.354598045349121, 5.311293125152588, 24.88611602783203, -2.811255931854248, -2.2140092849731445, 0.30422648787498474, 0.07840146869421005, -0.14385752379894257, -0.0061777750961482525, 0.4077688157558441)"
2023/03/02/11:24:47.779390,31268,1677774287,700958287,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006400362588465214, 0.7639086842536926, -1.5940041542053223, -0.01356588862836361, 0.750461995601654, -1.5687559843063354, 0.008867442607879639, 0.7696139216423035, -1.588579773902893, -0.01672608032822609, 0.7496297359466553, -1.5665013790130615, 0.0020177364349365234, -3.104487895965576, 3.1325836181640625, 1.5704742670059204, -0.0007573366165161133, -1.5695600509643555, -0.014211416244506836)","(-0.00012440951832104474, 0.01300530880689621, 0.009496400132775307, -0.010021176189184189, 0.012861276045441628, -0.03343246877193451, 0.0003101718029938638, 0.010738469660282135, -0.013818915002048016, 0.003973016515374184, -0.004089673515409231, -0.02156020700931549, 0.005814542528241873, 0.0010415331926196814, -0.009759730659425259, 0.011890796944499016, 0.013622252270579338, -0.008496434427797794, -0.005925086326897144)","(-6.0880537033081055, 4.350226402282715, 22.769411087036133, 6.882758617401123, 7.358005523681641, 23.83426856994629, -9.356867790222168, 6.193713665008545, 26.96693992614746, 8.239315032958984, 5.263826370239258, 25.127195358276367, -2.661713123321533, -2.043518304824829, 0.38838228583335876, 0.04740554094314575, -0.08888012915849686, -0.002434555208310485, -0.17978011071681976)"
2023/03/02/11:24:47.779418,31269,1677774287,727958351,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006464486941695213, 0.7641205191612244, -1.594435691833496, -0.0135914646089077, 0.7507243752479553, -1.5692353248596191, 0.008867442607879639, 0.7698132991790771, -1.5893627405166626, -0.01673245243728161, 0.7497066259384155, -1.5669327974319458, 0.0020766258239746094, -3.104473114013672, 3.132591485977173, 1.5704560279846191, -0.0007482767105102539, -1.5695781707763672, -0.014199376106262207)","(0.011448264122009277, 0.020165903493762016, -0.027437616139650345, 0.0019178736256435513, 0.012815292924642563, -0.010071957483887672, -0.0007403972558677197, 0.022551951929926872, -0.03847942873835564, -0.0010241111740469933, -0.013701693154871464, -0.008686413988471031, -0.00683133490383625, -0.0006266459240578115, -0.018439631909132004, -0.02230214700102806, -0.009430568665266037, -0.025285709649324417, -0.017786579206585884)","(-6.711315155029297, 4.451541900634766, 23.74414825439453, 7.061473846435547, 7.379018306732178, 24.60499382019043, -9.139737129211426, 5.931631565093994, 26.11292266845703, 8.349358558654785, 4.6573076248168945, 24.896331787109375, -2.8157875537872314, -2.2108097076416016, 0.32105764746665955, 0.0619918592274189, -0.15668559074401855, -0.00804938469082117, -0.03414051979780197)"
2023/03/02/11:24:47.823676,31270,1677774287,754958159,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006413173861801624, 0.7647046446800232, -1.5950428247451782, -0.01358510460704565, 0.7510442733764648, -1.5694750547409058, 0.00887382309883833, 0.7704947590827942, -1.5899380445480347, -0.01672608032822609, 0.7502389550209045, -1.5676997900009155, 0.0019953250885009766, -3.104487895965576, 3.132591485977173, 1.5704742670059204, -0.0007208585739135742, -1.569587230682373, -0.0141754150390625)","(-0.002035495126619935, -0.00023672364477533847, -0.037809837609529495, -0.0013859054306522012, 0.02225710079073906, 0.006321761757135391, -0.001896090805530548, 0.004959283396601677, -0.027698634192347527, -0.003099803114309907, 0.02296680398285389, -0.013997858390212059, 0.003032839624211192, -0.005368516314774752, -0.017542174085974693, -0.01213585864752531, -0.01027574110776186, -0.012136426754295826, 0.04732660949230194)","(-6.362711429595947, 4.584851264953613, 23.209360122680664, 6.9090399742126465, 7.384271621704102, 24.565582275390625, -9.415122032165527, 6.345721244812012, 27.0772647857666, 8.197393417358398, 4.583470821380615, 24.677120208740234, -2.448728084564209, -2.187753915786743, 0.31684985756874084, 0.06928502023220062, -0.18050912022590637, -0.013664214871823788, 0.14310435950756073)"
2023/03/02/11:24:47.830239,31271,1677774287,781958223,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006406734231859446, 0.7649422883987427, -1.595186710357666, -0.013597892597317696, 0.7514281272888184, -1.5701301097869873, 0.008860994130373001, 0.7708869576454163, -1.5904653072357178, -0.016771025955677032, 0.7506238222122192, -1.5681473016738892, 0.002069234848022461, -3.1045024394989014, 3.1325836181640625, 1.570465087890625, -0.0007938146591186523, -1.5695419311523438, -0.014211416244506836)","(0.0029185169842094183, 0.0002948286128230393, 0.01484957616776228, -0.018985794857144356, -0.003067859448492527, -0.003949714358896017, 0.01604689657688141, 0.016704678535461426, 0.0028594047762453556, -0.022399159148335457, -0.001829688437283039, -0.007532755844295025, -0.005297435447573662, 0.0007294300012290478, 0.007520885206758976, -0.0011807223781943321, 0.022376863285899162, 0.000778003188315779, 0.011749267578125)","(-6.415529727935791, 4.29157018661499, 23.2722110748291, 6.851220607757568, 7.526108264923096, 23.76547622680664, -9.123849868774414, 6.183230400085449, 27.216806411743164, 8.862895011901855, 4.862996578216553, 25.1981258392334, -2.7614083290100098, -1.995888113975525, 0.4178368151187897, 0.03099592961370945, -0.10537334531545639, -0.013664214871823788, 0.13459952175617218)"
2023/03/02/11:24:47.871585,31272,1677774287,808958287,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.006438864395022392, 0.7651668190956116, -1.5954264402389526, -0.013578676618635654, 0.7514795064926147, -1.5702100992202759, 0.008822508156299591, 0.7710861563682556, -1.5908488035202026, -0.016758212819695473, 0.7506238222122192, -1.5682111978530884, 0.002039670944213867, -3.1044583320617676, 3.1325995922088623, 1.5704560279846191, -0.0007482767105102539, -1.569532871246338, -0.014139533042907715)","(-0.008317489176988602, 0.014458529651165009, -0.010913155972957611, 0.005001325625926256, -0.011247232556343079, -0.010302341543138027, 0.0010379928862676024, 0.002470619510859251, -0.011966127902269363, -0.005152293946594, 0.003865431994199753, 0.019549284130334854, 0.006195160560309887, 0.010566631332039833, -0.019046735018491745, -0.011593418195843697, 0.031867865473032, 0.02525678649544716, 0.01853303052484989)","(-6.743006229400635, 4.078274726867676, 23.753049850463867, 6.698786735534668, 7.688957691192627, 23.945388793945312, -8.806097984313965, 6.0626726150512695, 26.73834800720215, 8.658528327941895, 5.316567420959473, 24.86658477783203, -2.56654953956604, -2.2710635662078857, 0.27897974848747253, 0.0619918592274189, -0.11453624814748764, -0.011792604811489582, -0.10739716142416)"
